id	lemma	part_of_speech	cefr_level	cefr_basis	cefr_source_id	frequency_band	frequency_basis	frequency_source_id	frequency_rank	provenance_ids	spelling_variants	status
master-little-adverb	little	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	182	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
a1-live	live	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	203	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-long-adjective	long	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	165	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-look-noun	look	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	125	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-look-verb	look	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	125	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-lot-pronoun	lot	pronoun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	173	cefrj-1.5,ngsl-gr-1.0		validated
master-love-noun	love	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	279	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-love-verb	love	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	279	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-lunch-noun	lunch	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1384	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-machine-noun	machine	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	795	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-magazine-noun	magazine	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1035	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-make-verb	make	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	98	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-man	man	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	162	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-many-determiner	many	determiner	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	149	cefrj-1.5,ngsl-gr-1.0		validated
master-many-pronoun	many	pronoun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	149	cefrj-1.5,ngsl-gr-1.0		validated
master-match-noun	match	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	900	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-matter-noun	matter	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	390	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-may-modal	may	modal	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	147	cefrj-1.5,ngsl-gr-1.0		validated
master-may-noun	may	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	147	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-maybe-adverb	maybe	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	514	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
a1-meal	meal	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1300	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-mean-verb	mean	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	145	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
v50	meaning	noun	A1	editorial-estimate		very-common	editorial-band			cefrj-1.5,oewn-2025,vocabulary-core-2026-08		validated
master-meet-verb	meet	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	185	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-memory-noun	memory	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	989	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-message-noun	message	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	913	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-middle-adjective	middle	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	886	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-mind-noun	mind	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	391	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-mine-pronoun	mine	pronoun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	987	cefrj-1.5,ngsl-gr-1.0		validated
master-minute-noun	minute	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	416	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-miss-noun	miss	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	695	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-moment-noun	moment	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	447	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-monday-noun	monday	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-month-noun	month	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	259	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-more-determiner	more	determiner	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	92	cefrj-1.5,ngsl-gr-1.0		validated
master-more-pronoun	more	pronoun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	92	cefrj-1.5,ngsl-gr-1.0		validated
a1-morning	morning	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	484	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-most-determiner	most	determiner	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	138	cefrj-1.5,ngsl-gr-1.0		validated
master-mother-noun	mother	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	388	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-mountain-noun	mountain	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1295	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-mouth-noun	mouth	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1489	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-move-noun	move	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	250	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-movie-noun	movie	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	812	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-much-adverb	much	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	141	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-much-determiner	much	determiner	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	141	cefrj-1.5,ngsl-gr-1.0		validated
master-much-pronoun	much	pronoun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	141	cefrj-1.5,ngsl-gr-1.0		validated
master-music-noun	music	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	442	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-must-modal	must	modal	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	210	cefrj-1.5,ngsl-gr-1.0		validated
foundation-a1-name	name	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	256	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
foundation-a1-near	near	adjective	A1	editorial-estimate		very-common	source-backed-rank	ngsl-gr-1.0	477	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-near-preposition	near	preposition	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	477	cefrj-1.5,ngsl-gr-1.0		validated
master-need-modal	need	modal	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	140	cefrj-1.5,ngsl-gr-1.0		validated
a1-need	need	verb	A1	editorial-estimate		very-common	source-backed-rank	ngsl-gr-1.0	140	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-never-adverb	never	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	212	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-new	new	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	129	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-news-noun	news	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	596	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-newspaper-noun	newspaper	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	979	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-nice-adjective	nice	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	556	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-night	night	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	320	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-nine-numeral	nine	numeral	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	26	cefrj-1.5,ngsl-gr-1.0		validated
master-nineteen-numeral	nineteen	numeral	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	36	cefrj-1.5,ngsl-gr-1.0		validated
master-ninety-numeral	ninety	numeral	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	44	cefrj-1.5,ngsl-gr-1.0		validated
master-no-adverb	no	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	110	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-no-determiner	no	determiner	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	110	cefrj-1.5,ngsl-gr-1.0		validated
master-noise-noun	noise	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1490	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-not-adverb	not	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	64	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-note-noun	note	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	434	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-note-verb	note	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	434	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-nothing-pronoun	nothing	pronoun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	386	cefrj-1.5,ngsl-gr-1.0		validated
master-november-noun	november	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	16	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-now-adverb	now	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	120	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-number-noun	number	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	177	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-nurse-noun	nurse	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1365	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-october-noun	october	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	15	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-of-preposition	of	preposition	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	54	cefrj-1.5,ngsl-gr-1.0		validated
master-off-adjective	off	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	200	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-officer-noun	officer	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	946	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-often-adverb	often	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	338	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-old	old	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	194	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-on-preposition	on	preposition	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	67	cefrj-1.5,ngsl-gr-1.0		validated
master-once-adverb	once	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	315	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-one-determiner	one	determiner	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	85	cefrj-1.5,ngsl-gr-1.0		validated
master-one-numeral	one	numeral	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	85	cefrj-1.5,ngsl-gr-1.0		validated
master-only-adjective	only	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	124	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-only-adverb	only	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	124	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-open-adjective	open	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	264	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-open	open	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	264	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-or-conjunction	or	conjunction	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	79	cefrj-1.5,ngsl-gr-1.0		validated
master-order-noun	order	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	265	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-other-determiner	other	determiner	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	104	cefrj-1.5,ngsl-gr-1.0		validated
master-out-adverb	out	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	105	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-outside-adverb	outside	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	541	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-over-preposition	over	preposition	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	132	cefrj-1.5,ngsl-gr-1.0		validated
master-own-adjective	own	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	179	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-owner-noun	owner	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1308	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-page-noun	page	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	702	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-paint-noun	paint	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	722	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-paint-verb	paint	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	722	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-pair-noun	pair	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1142	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-paper-noun	paper	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	475	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-parent	parent	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	347	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-park-noun	park	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	707	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-partner-noun	partner	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1186	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-party-noun	party	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	349	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-past-adverb	past	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	380	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-past-preposition	past	preposition	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	380	cefrj-1.5,ngsl-gr-1.0		validated
master-pay-noun	pay	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	270	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-peace-noun	peace	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1176	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-people-noun	people	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	107	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-period-noun	period	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	432	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-person	person	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	313	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-personal-adjective	personal	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	635	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-phone	phone	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	529	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-phone-verb	phone	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	529	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-photo-noun	photo	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1258	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-pick-verb	pick	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	633	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-picture-noun	picture	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	559	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-piece-noun	piece	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	658	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-place	place	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	164	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-plane-noun	plane	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1309	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-play-noun	play	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	208	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-play-verb	play	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	208	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-player-noun	player	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	765	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-please-adverb	please	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	521	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-pleasure-noun	pleasure	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1333	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-point-noun	point	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	181	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-pool-noun	pool	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1386	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-poor-adjective	poor	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	668	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-pop-noun	pop	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1339	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-post-noun	post	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	978	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
v51	practice	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	534	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-present-noun	present	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	325	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-pretty-adjective	pretty	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	687	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-push-verb	push	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	918	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-put-verb	put	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	189	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-quarter-noun	quarter	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	919	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
a1-question	question	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	231	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-quickly-adverb	quickly	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	833	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-radio-noun	radio	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1095	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-rain-noun	rain	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1282	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-rain-verb	rain	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1282	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
a1-read	read	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	257	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-reader-noun	reader	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1193	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-ready-adjective	ready	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	824	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-real-adjective	real	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	404	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-real-adverb	real	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	404	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-really-adverb	really	adverb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	154	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-reason-noun	reason	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	306	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-red-adjective	red	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	850	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
v52	remember	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	401	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-repeat-verb	repeat	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1303	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-result-noun	result	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	283	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-review-noun	review	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	780	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
foundation-a1-rice	rice	noun	A1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2745	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-foundations-001-2026-08		validated
master-rich-adjective	rich	adjective	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1062	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-ride-noun	ride	noun	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1100	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-ride-verb	ride	verb	A1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1100	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
